sentence,target
These strike most frequently in North Texas and the Panhandle.,0
"Tornadoes in Texas generally occur in the months of April, May, and June.",0
Some of the most destructive hurricanes in U.S. history have impacted Texas.,0
"A hurricane in 1875 killed about 400 people in Indianola, followed by another hurricane in 1886 that destroyed the town.",0
These events allowed Galveston to take over as the chief port city.,0
"The 1900 Galveston hurricane subsequently devastated that city, killing about 8,000 people or possibly as many as 12,000.",0
This makes it the deadliest natural disaster in U.S. history.,0
"In 2017, Hurricane Harvey made landfall in Rockport as a Category 4 Hurricane, causing significant damage there.",0
"The storm stalled over land for a very long time, allowing it to drop unprecedented amounts of rain over the Greater Houston area and surrounding counties.",0
The result was widespread and catastrophic flooding that inundated hundreds of thousands of homes.,0
"Harvey ultimately became the costliest hurricane worldwide, causing an estimated $198.6 billion in damage, surpassing the cost of Hurricane Katrina.",0
"Other devastating Texas hurricanes include the 1915 Galveston hurricane, Hurricane Audrey in 1957 which killed more than 600 people, Hurricane Carla in 1961, Hurricane Beulah in 1967, Hurricane Alicia in 1983, Hurricane Rita in 2005, and Hurricane Ike in 2008.",0
"Tropical storms have also caused their share of damage: Allison in 1989 and again during 2001, and Claudette in 1979 among them.",0
"As of 2017 Texas emits the most greenhouse gases in the U.S, almost twice the amount of California, the second most polluting state.As of 2017 the state emits about 1,600 billion pounds (707 million metric tons) of carbon dioxide annually.",0
"As an independent nation, Texas would rank as the world's seventh-largest producer of greenhouse gases.",0
Causes of the state's vast greenhouse gas emissions include the state's large number of coal power plants and the state's refining and manufacturing industries.,0
"In 2010, there were 2,553 ""emission events"" which poured 44.6 million pounds (20,200 metric tons) of contaminants into the Texas sky.",0
"The state has three cities with populations exceeding one million: Houston, San Antonio, and Dallas.",0
These three rank among the 10 most populous cities of the United States.,0
"As of 2010, six Texas cities had populations greater than 600,000 people.",0
"Austin, Fort Worth, and El Paso are among the 20 largest U.S. cities.",0
"Texas has four metropolitan areas with populations greater than a million: Dallas–Fort Worth–Arlington, Houston–Sugar Land–The Woodlands, San Antonio–New Braunfels, and Austin–Round Rock–San Marcos.",0
"The Dallas–Fort Worth and Houston metropolitan areas number about 7.5 million and 7 million residents as of 2019, respectively.",0
"Three interstate highways—I-35 to the west (Dallas–Fort Worth to San Antonio, with Austin in between), I-45 to the east (Dallas to Houston), and I-10 to the south (San Antonio to Houston) define the Texas Urban Triangle region.",0
"The region of 60,000 square miles (160,000 km2) contains most of the state's largest cities and metropolitan areas as well as 17 million people, nearly 75 percent of Texas's total population.",0
Houston and Dallas have been recognized as world cities.,0
These cities are spread out amongst the state.,0
"In contrast to the cities, unincorporated rural settlements known as colonias often lack basic infrastructure and are marked by poverty.",0
"The office of the Texas Attorney General stated, in 2011, that Texas had about 2,294 colonias and estimates about 500,000 lived in the colonias.",0
"Hidalgo County, as of 2011, has the largest number of colonias.",0
"Texas has the largest number of people of all states, living in colonias.",0
"Texas has 254 counties, which is more than any other state by 95 (Georgia).",0
"Each county runs on Commissioners' Court system consisting of four elected commissioners (one from each of four precincts in the county, roughly divided according to population) and a county judge elected at large from the entire county.",0
"County government runs similar to a ""weak"" mayor-council system; the county judge has no veto authority, but votes along with the other commissioners.",0
"Although Texas permits cities and counties to enter ""interlocal agreements"" to share services, the state does not allow consolidated city-county governments, nor does it have metropolitan governments.",0
Counties are not granted home rule status; their powers are strictly defined by state law.,0
The state does not have townships—areas within a county are either incorporated or unincorporated.,0
Incorporated areas are part of a municipality.,0
The county provides limited services to unincorporated areas and to some smaller incorporated areas.,0
"Municipalities are classified either ""general law"" cities or ""home rule"".",0
"A municipality may elect home rule status once it exceeds 5,000 population with voter approval.",0
"Texas also permits the creation of ""special districts"", which provide limited services.",0
"The most common is the school district, but can also include hospital districts, community college districts, and utility districts (one utility district near Austin was the plaintiff in a landmark Supreme Court case involving the Voting Rights Act).",0
"Municipal, school district, and special district elections are nonpartisan, though the party affiliation of a candidate may be well-known.",0
County and state elections are partisan.,0
"In 2010, Texas had a census population of 25,145,561.",0
"The United States Census Bureau estimated the population of Texas was 29,360,759 on July 1, 2020, a 16.76% increase since the 2010 United States Census.",0
"The 2015 Texas Population Estimate Program determined the population was 27,469,114 on July 1, 2015.",0
Texas is the second-most populous state in the United States after California.,0
"In 2015, Texas had 4.7 million foreign-born residents, about 17% of the population and 21.6% of the state workforce.",0
"The major countries of origin for Texan immigrants were Mexico (55.1% of immigrants), India (5%), El Salvador (4.3%), Vietnam (3.7%), and China (2.3%).",0
"Of immigrant residents, some 35.8 percent were naturalized U.S. citizens.",0
"As of 2018, the population increased to 4.9 million foreign-born residents or 17.2% of the state population, up from 2,899,642 in 2000.",0
"In 2014, there were an estimated 1.7 million undocumented immigrants in Texas, making up 35% of the total Texas immigrant population and 6.1% of the total state population.",0
"In addition to the state's foreign-born population, an additional 4.1 million Texans (15% of the state's population) were born in the United States and had at least one immigrant parent.",0
"According to the American Community Survey's 2016 estimates, 1,597,000 residents were undocumented immigrants, a decrease of 103,000 since 2014.",0
"Of the undocumented immigrant population, 960,000 have resided in Texas from less than 5 up to 14 years.",0
"An estimated 637,000 lived in Texas from 15 to 19 and 20 years or more.",0
Texas's Rio Grande Valley has seen significant migration from across the U.S.–Mexico border.,0
"During the 2014 crisis, many Central Americans, including unaccompanied minors traveling alone from Guatemala, Honduras, and El Salvador, reached the state, overwhelming Border Patrol resources for a time.",0
Many sought asylum in the United States.,0
"Texas's population density is 90.5 people per square mile (34.9/km2) which is slightly higher than the average population density of the U.S. as a whole, at 80.6 people per square mile (31.1/km2).",0
"In contrast, while Texas and France are similarly sized geographically, the European country has a population density of 301.8 people per square mile (116.5/km2).",0
Two-thirds of all Texans live in major metropolitan areas such as Houston.,0
The Dallas–Fort Worth metropolitan area is the largest in Texas.,0
"While Houston is the largest city in Texas and the fourth-largest city in the United States by population, the Dallas–Fort Worth metropolitan area is larger than the city and metropolitan area of Houston.",0
"In 2015 non-Hispanic whites made up 11,505,371 (41.9%) of the population, followed by Black Americans at 3,171,043 (11.5%); other races 1,793,580 (6.5%); and Hispanics and Latinos (of any race) 10,999,120 (40.0%).",0
"According to the 2010 United States census, the racial composition of Texas was the following: White American 70.4 percent, (Non-Hispanic whites 45.3 percent), Black or African American 11.8 percent, American Indian 0.7 percent, Asian 3.8 percent (1.0 percent Indian, 0.8 percent Vietnamese, 0.6 percent Chinese, 0.4 percent Filipino, 0.3 percent Korean, 0.1 percent Japanese, 0.6 percent other Asian), Pacific Islander 0.1 percent, some other race 10.5 percent, and two or more races 2.7 percent.",0
"In addition, 37.6 percent of the population was Hispanic or Latino (of any race) (31.6 percent Mexican, 0.9 percent Salvadoran, 0.5 percent Puerto Rican, 0.4 percent Honduran, 0.3 percent Guatemalan 0.3 percent Spaniard, 0.2 percent Colombian, 0.2 percent Cuban).",0
"In 2011, 69.8% of the population of Texas younger than age 1 were minorities (meaning they had at least one parent who was not non-Hispanic white).",0
"In 2019, non-Hispanic whites represented 41.2% of Texas's population, reflecting a national demographic shift.",0
"Blacks or African Americans made up 12.9%, American Indians or Alaska Natives 1.0%, Asian Americans 5.2%, Native Hawaiians and other Pacific Islanders 0.1%, some other race 0.2%, and two or more races 1.8%.",0
Hispanics or Latin Americans of any race made up 39.7% of the estimated population.,0
"As of 1980 German, Irish, and English Americans have made the three largest European ancestry groups in Texas.",0
German Americans make up 11.3 percent of the population and number over 2.7 million members.,0
Irish Americans make up 8.2 percent of the population and number over 1.9 million.,0
"There are roughly 600,000 French Americans, 472,000 Italian Americans, 369,161 Scottish Americans, and 288,610 Polish Americans residing in Texas; these four ethnic groups make up 2.5 percent, 2.0 percent, 1.5 percent, and 1.0 percent of the population respectively.",0
"In the 1980 United States Census the largest ancestry group reported in Texas was English with 3,083,323 Texans citing they were of English or mostly English ancestry, making them 27 percent of the state at the time.",0
"Their ancestry primarily goes back to the original thirteen colonies (the census of 1790 gives 48% of the population of English ancestry, together with 12% Scots and Scots-Irish, 4.5% other Irish, and 3% Welsh, for a total of 67.5% British and Irish; 13% were German, Swiss, Dutch, and French Huguenots; 19% were African American), thus many of them today identify as ""American"" in ancestry, though they are of predominantly British stock.",0
"In 2012 there were nearly 200,000 Czech Americans living in Texas, the largest number of any state.",0
Hispanics and Latinos are the second-largest groups in Texas after non-Hispanic European Americans.,0
More than 8.5 million people claim Hispanic or Latino ethnicity.,0
This group forms over 37 percent of Texas's population.,0
"People of Mexican descent alone number over 7.9 million, and make up 31.6 percent of the population.",0
"The vast majority of the Hispanic/Latino population in the state is of Mexican descent, the next two largest groups are Salvadorans and Puerto Ricans.",0
"There are more than 222,000 Salvadorans and more than 130,000 Puerto Ricans in Texas.",0
"Other groups with large numbers in Texas include Hondurans, Guatemalans, Nicaraguans and Cubans, among others.",0
"The Hispanics in Texas are more likely than in some other states (such as California) to identify as white; according to the 2010 U.S. Census, Texas is home to 6,304,207 White Hispanics and 2,594,206 Hispanics of ""some other race"" (usually mestizo).",0
African Americans are the racial minority in Texas.,0
Their proportion of the population has declined since the early 20th century after many left the state in the Great Migration.,0
Blacks of both Hispanic and non-Hispanic origin made up 11.5 percent of the population in 2015; blacks of non-Hispanic origin form 11.3 percent of the populace.,0
"African Americans of both Hispanic and non-Hispanic origin numbered at roughly 2.7 million individuals, increasing in 2018 to 3,908,287.",0
Native Americans are a smaller minority in the state.,0
"Native Americans made up 0.5 percent of Texas's population and number over 118,000 individuals as of 2015.",0
"Native Americans of non-Hispanic origin make up 0.3 percent of the population and number over 75,000 individuals.",0
"Cherokee made up 0.1 percent of the population, and numbered over 19,400.",0
"In contrast, only 583 identified as Chippewa.",0
Asian Americans are a sizable minority group in Texas.,0
Americans of Asian descent formed 4.5 percent of the population in 2015.,0
They total more than 1.2 million individuals.,0
"Over 200,000 Indian Americans make Texas their home.",0
"Texas is also home to more than 187,000 Vietnamese and 136,000 Chinese.",0
"In addition to 92,000 Filipinos and 62,000 Koreans, there are 18,000 Japanese Americans living in the state.",0
"Lastly, more than 111,000 people are of other Asian ancestry groups, such as Cambodian, Thai, and Hmong.",0
"Sugar Land, a city within the Houston metropolitan area, and Plano, within the Dallas–Fort Worth metropolitan area, both have high concentrations of ethnic Chinese and Korean residents.",0
"The Houston and Dallas areas, and to a lesser extent, the Austin metropolitan area, all contain substantial Vietnamese communities.",0
Americans with origins from the Pacific Islands are the smallest minority in Texas.,0
"According to the 2019 American Community Survey, only 21,484 Texans are Pacific Islanders.",0
"The city of Euless, a suburb of Fort Worth, contains a sizable population of Tongan Americans, at nearly 900 people, over one percent of the city's population.",0
"Killeen has a sufficient population of Samoans and Guamanian, and people of Pacific Islander descent surpass one percent of the city's population.",0
Multiracial individuals are also a visible minority in Texas.,0
"People identifying as multiracial form 2.9 percent of the population, and number over 800,000 people.",0
"Over 80,000 Texans claim African and European heritage.",0
"People of European and American Indian ancestry number over 108,800.",0
"People of European and Asian ancestry number over 57,600.",0
"People of African and Native American ancestry were even smaller in number at 15,300.",0
German descendants inhabit much of central and southeast-central Texas.,0
"Over one-third of Texas residents are of Hispanic origin; while many have recently arrived, some Tejanos have ancestors with multi-generational ties to 18th century Texas.",0
The African American population in Texas is increasing due to the New Great Migration.,0
"In addition to the descendants of the state's former slave population, many African American college graduates have come to the state for work recently in the New Great Migration.",0
"Since the early 21st century, the Asian population in Texas has grown—primarily in Houston and Dallas.",0
"Other communities with a significantly growing Asian American population is in Austin, Corpus Christi, San Antonio, and the Sharyland area next McAllen, Texas.",0
"Three federally recognized Native American tribes reside in Texas: the Alabama-Coushatta Tribe, the Kickapoo Traditional Tribe, and the Ysleta del Sur Pueblo.",0
"In 2010, 49 percent of all births were Hispanics; 35 percent were non-Hispanic whites; 11.5 percent were non-Hispanic blacks, and 4.3 percent were Asians/Pacific Islanders.",0
"Based on Census Bureau data released in February 2011, for the first time in recent history, Texas's white population is below 50 percent (45 percent) and Hispanics grew to 38 percent.",0
"Between 2000 and 2010, the total population growth by 20.6 percent, but Hispanics growth by 65 percent, whereas non-Hispanic whites grew by only 4.2 percent.",0
Texas has the fifth highest rate of teenage births in the nation and a plurality of these are to Hispanics.,0
"The most common accent or dialect spoken by natives throughout Texas is sometimes referred to as Texan English, which itself is a sub-variety of a broader category of American English known as Southern American English.",0
Creole language is spoken in some parts of East Texas.,0
"In some areas of the state—particularly in the large cities—Western American English and General American English, is increasingly common.",0
"Chicano English—due to a growing Hispanic population—is widespread in South Texas, while African-American English is especially notable in historically minority areas of urban Texas.",0
"At the 2019 American Community Survey's estimates, 64.4% of the population spoke only English, and 35.6% spoke a language other than English.",0
Roughly 30% of the total population spoke Spanish.,0
"Approximately 50,742 Texans spoke French or a French-creole language.",0
"German and other West Germanic languages were spoken by 47,098 residents; Russian, Polish, and other Slavic languages by 27,956; Korean by 31,581; Chinese 22,616; Vietnamese 81,022; Tagalog 43,360; and Arabic by 26,281 Texans.",0
"At the census of 2010, 65.8% (14,740,304) of Texas residents age 5 and older spoke only English at home, while 29.2% (6,543,702) spoke Spanish, 0.75 percent (168,886) Vietnamese, and Chinese (which includes Cantonese and Mandarin) was spoken by 0.56% (122,921) of the population over five.",0
"Other languages spoken include German (including Texas German) by 0.33% (73,137), Tagalog with 0.29% (64,272) speakers, and French (including Cajun French) was spoken by 0.25% (55,773) of Texans.",0
"Reportedly, Cherokee is the most widely spoken Native American language in Texas.",0
"In total, 34.2% (7,660,406) of Texas's population aged five and older spoke a language at home other than English as of 2006.",0
"The majority of Texas's population have been and remain predominantly Christian, influenced by Spanish Catholic and American Protestant colonialism and missionary work (77%).",0
Texas's large Christian population is also influenced due to its location within the Bible Belt.,0
"The following largest groups were the irreligious (18%), nothing in particular (13%), Judaism (1%), Islam (1%), Buddhism (1%) and Hinduism and other religions at less than 1 percent each.",0
The largest Christian denomination as of 2014 is the Catholic Church (23%).,0
"The largest Catholic jurisdictions in Texas are the Roman Catholic Archdiocese of Galveston-Houston, the dioceses of Dallas, Fort Worth, and the Roman Catholic Archdiocese of San Antonio.",0
"In Protestantism, Evangelicals form the largest theological branch (31%) followed by Mainline Protestants (13%) and historically African American Protestant churches (6%).",0
Baptists formed the largest Evangelical Protestant group in Texas (14%); they made up the second largest Mainline Protestant group behind Methodists (4%).,0
Nondenominational and interdenominational Christians were the second largest Evangelical group (7%) followed by Pentecostals (4%).,0
The largest Evangelical Baptists in the state were the Southern Baptist Convention (9%) and independent Baptists (3%).,0
The Assemblies of God made the largest Evangelical Pentecostal denomination at the 2014 study.,0
"Among Mainline Protestants, the United Methodist Church was the largest denomination (4%).",0
American Baptist Churches USA comprised the second largest Mainline Protestant group (2%).,0
"According to the Pew Research Center, the largest historically African American Christian denominations are the National Baptist Convention (USA) and the Church of God in Christ.",0
Black Methodists and other Christians made up less than 1 percent each of the Christian demographic.,0
"Other Christians made up 1 percent of the total Christian population, and the Eastern and Oriental Orthodox formed less than 1 percent of the statewide Christian populace.",0
The Church of Jesus Christ of Latter-Day Saints is the largest nontrinitarian Christian group in Texas alongside the Jehovah's Witnesses.,0
Non-Christian faiths accounted for 4% of the religious population in 2014.,0
Adherents of many other religions reside predominantly in the urban centers of Texas.,0
"Judaism, Islam, and Buddhism were tied as the second largest religion as of 2014.",0
"In 1990, the Islamic population was about 140,000 with more recent figures putting the current number of Muslims between 350,000 and 400,000 as of 2012.",0
"The Jewish population was around 128,000 in 2008.",0
"In 2020, the Jewish population grew to over 176,000.",0
"Around 146,000 adherents of religions such as Hinduism and Sikhism lived in Texas as of 2004.",0
Texas is the fifth-largest Muslim-populated state in the country.,0
"Of the unaffiliated, an estimated 2% were atheists and 3% agnostic.",0
"As of 2019, Texas had a gross state product (GSP) of $1.9 trillion, the second highest in the U.S. Its GSP is greater than the GDPs of Brazil, Canada, Russia, South Korea and Spain, which are the world's 9th-, 10th-, 11th-, 12th- and 13th-largest economies, respectively.",0
"Texas's economy is the second-largest of any country subdivision globally, behind California.",0
"Its per capita personal income in 2009 was $36,484, ranking 29th in the nation.",0
"Texas's large population, an abundance of natural resources, thriving cities and leading centers of higher education have contributed to a large and diverse economy.",0
"Since oil was discovered, the state's economy has reflected the state of the petroleum industry.",0
"In recent times, urban centers of the state have increased in size, containing two-thirds of the population in 2005.",0
The state's economic growth has led to urban sprawl and its associated symptoms.,0
"As of May 2020, during the COVID-19 pandemic, the state's unemployment rate was 13 percent.",0
"In 2010, Site Selection Magazine ranked Texas as the most business-friendly state in the nation, in part because of the state's three-billion-dollar Texas Enterprise Fund.",0
"Texas has the joint-highest number of Fortune 500 company headquarters in the United States, along with California.",0
"In 2010, there were 346,000 millionaires in Texas, constituting the second-largest population of millionaires in the nation.",0
"Texas has a ""low taxes, low services"" reputation.",0
"According to the Tax Foundation, Texans' state and local tax burdens rank among the lowest in the nation, 7th lowest nationally; state and local taxes cost $3,580 per capita, or 8.4 percent of resident incomes.",0
Texas is one of seven states that lack a state income tax.,0
"Instead, the state collects revenue from property taxes (though these are collected at the county, city, and school district level; Texas has a state constitutional prohibition against a state property tax) and sales taxes.",0
"The state sales tax rate is 6.25 percent, but local taxing jurisdictions (cities, counties, special purpose districts, and transit authorities) may also impose sales and use tax up to 2 percent for a total maximum combined rate of 8.25 percent.",0
"Texas is a ""tax donor state""; in 2005, for every dollar Texans paid to the federal government in federal income taxes, the state got back about $0.94 in benefits.",0
"To attract business, Texas has incentive programs worth $19 billion per year (2012); more than any other US state.",0
Texas has the most farms and the highest acreage in the United States.,0
The state is ranked No.,0
1 for revenue generated from total livestock and livestock products.,0
It is ranked No.,0
"2 for total agricultural revenue, behind California.",0
"At $7.4 billion or 56.7 percent of Texas's annual agricultural cash receipts, beef cattle production represents the largest single segment of Texas agriculture.",0
"This is followed by cotton at $1.9 billion (14.6 percent), greenhouse/nursery at $1.5 billion (11.4 percent), broilers at $1.3 billion (10 percent), and dairy products at $947 million (7.3 percent).",0
"Texas leads the nation in the production of cattle, horses, sheep, goats, wool, mohair and hay.",0
The state also leads the nation in production of cotton which is the number one crop grown in the state in terms of value.,0
The state grows significant amounts of cereal crops and produce.,0
Texas has a large commercial fishing industry.,0
"With mineral resources, Texas leads in creating cement, crushed stone, lime, salt, sand and gravel.",0
Texas throughout the 21st century has been hammered by drought.,0
This has cost the state billions of dollars in livestock and crops.,0
"Ever since the discovery of oil at Spindletop, energy has been a dominant force politically and economically within the state.",0
If Texas were its own country it would be the sixth largest oil producer in the world according to a 2014 study.,0
"The Railroad Commission of Texas, contrary to its name, regulates the state's oil and gas industry, gas utilities, pipeline safety, safety in the liquefied petroleum gas industry, and surface coal and uranium mining.",0
"Until the 1970s, the commission controlled the price of petroleum because of its ability to regulate Texas's oil reserves.",0
The founders of the Organization of Petroleum Exporting Countries (OPEC) used the Texas agency as one of their models for petroleum price control.,0
"Texas has known petroleum deposits of about 5 billion barrels (790,000,000 m3), which makes up about one-fourth of the known U.S. reserves.",0
"The state's refineries can process 4.6 million barrels (730,000 m3) of oil a day.",0
"The Port Arthur Refinery in Southeast Texas is the largest refinery in the U.S. Texas also leads in natural gas production, producing one-fourth of the nation's supply.",0
"Several petroleum companies are based in Texas such as: Occidental Petroleum, ConocoPhillips, ExxonMobil, Halliburton, Marathon Oil, Tesoro, Valero Energy, and Western Refining.",0
"According to the Energy Information Administration, Texans consume, on average, the fifth most energy (of all types) in the nation per capita and as a whole, following behind Wyoming, Alaska, Louisiana, North Dakota, and Iowa.",0
"Unlike the rest of the nation, most of Texas is on its own alternating current power grid, the Texas Interconnection.",0
Texas has a deregulated electric service.,0
"Texas leads the nation in total net electricity production, generating 437,236 MWh in 2014, 89% more MWh than Florida, which ranked second.",0
"As an independent nation, Texas would rank as the world's eleventh-largest producer of electricity, after South Korea, and ahead of the United Kingdom.",0
The state is a leader in renewable energy commercialization; it produces the most wind power in the nation.,0
"In 2014, 10.6% of the electricity consumed in Texas came from wind turbines.",0
"The Roscoe Wind Farm in Roscoe, Texas, is one of the world's largest wind farms with a 781.5 megawatt (MW) capacity.",0
The Energy Information Administration states the state's large agriculture and forestry industries could give Texas an enormous amount biomass for use in biofuels.,0
The state also has the highest solar power potential for development in the nation.,0
"With large universities systems coupled with initiatives like the Texas Enterprise Fund and the Texas Emerging Technology Fund, a wide array of different high tech industries have developed in Texas.",0
"The Austin area is nicknamed the ""Silicon Hills"" and the north Dallas area the ""Silicon Prairie"".",0
"Many high-tech companies are located in or have their headquarters in Texas (and Austin in particular), including Dell, Inc., Borland, Forcepoint, Indeed.com, Texas Instruments, Perot Systems, Rackspace and AT&T.",0
"The National Aeronautics and Space Administration's Lyndon B. Johnson Space Center (NASA JSC) in Southeast Houston, sits as the crown jewel of Texas's aeronautics industry.",0
Both SpaceX and Blue Origin have their test facilities in Texas.,0
Fort Worth hosts both Lockheed Martin's Aeronautics division and Bell Helicopter Textron.,0
"Lockheed builds the F-16 Fighting Falcon, the largest Western fighter program, and its successor, the F-35 Lightning II in Fort Worth.",0
"Texas's affluence stimulates a strong commercial sector consisting of retail, wholesale, banking and insurance, and construction industries.",0
"Examples of Fortune 500 companies not based on Texas traditional industries are AT&T, Kimberly-Clark, Blockbuster, J. C. Penney, Whole Foods Market, and Tenet Healthcare.",0
"Nationally, the Dallas–Fort Worth area, home to the second shopping mall in the United States, has the most shopping malls per capita of any American metropolitan statistical area.",0
"Mexico, the state's largest trading partner, imports a third of the state's exports because of the North American Free Trade Agreement (NAFTA).",0
NAFTA has encouraged the formation of controversial maquiladoras on the Texas–Mexico border.,0
"Historically, Texas culture comes from a blend of Southern (Dixie), Western (frontier), and Southwestern (Mexican/Anglo fusion) influences, varying in degrees of such from one intrastate region to another.",0
Texas is placed in the Southern United States by the United States Census Bureau.,0
"A popular food item, the breakfast burrito, draws from all three, having a soft flour tortilla wrapped around bacon and scrambled eggs or other hot, cooked fillings.",0
"Adding to Texas's traditional culture, established in the 18th and 19th centuries, immigration has made Texas a melting pot of cultures from around the world.",0
Texas has made a strong mark on national and international pop culture.,0
The entire state is strongly associated with the image of the cowboy shown in westerns and in country western music.,0
The state's numerous oil tycoons are also a popular pop culture topic as seen in the hit TV series Dallas.,0
"The internationally known slogan ""Don't Mess with Texas"" began as an anti-littering advertisement.",0
"Since the campaign's inception in 1986, the phrase has become ""an identity statement, a declaration of Texas swagger"".",0
"""Texas-sized"" is an expression that can be used in two ways: to describe something that is about the size of the U.S. state of Texas, or to describe something (usually but not always originating from Texas) that is large compared to other objects of its type.",0
"Texas was the largest U.S. state, until Alaska became a state in 1959.",0
"The phrase ""everything is bigger in Texas"" has been in regular use since at least 1950; and was used as early as 1913.",0
"Houston is one of only five American cities with permanent professional resident companies in all the major performing arts disciplines: the Houston Grand Opera, the Houston Symphony Orchestra, the Houston Ballet, and The Alley Theatre.",0
"Known for the vibrancy of its visual and performing arts, the Houston Theater District—a 17-block area in the heart of Downtown Houston—ranks second in the country in the number of theater seats in a concentrated downtown area, with 12,948 seats for live performances and 1,480 movie seats.",0
"Founded in 1892, Modern Art Museum of Fort Worth, also called ""The Modern"", is Texas's oldest art museum.",0
"Fort Worth also has the Kimbell Art Museum, the Amon Carter Museum, the National Cowgirl Museum and Hall of Fame, the Will Rogers Memorial Center, and the Bass Performance Hall downtown.",0
"The Arts District of Downtown Dallas has arts venues such as the Dallas Museum of Art, the Morton H. Meyerson Symphony Center, the Margot and Bill Winspear Opera House, the Trammell & Margaret Crow Collection of Asian Art, and the Nasher Sculpture Center.",0
The Deep Ellum district within Dallas became popular during the 1920s and 1930s as the prime jazz and blues hotspot in the Southern United States.,0
"The name Deep Ellum comes from local people pronouncing ""Deep Elm"" as ""Deep Ellum"".",0
"Artists such as Blind Lemon Jefferson, Robert Johnson, Huddie ""Lead Belly"" Ledbetter, and Bessie Smith played in early Deep Ellum clubs.",0
"Austin, The Live Music Capital of the World, boasts ""more live music venues per capita than such music hotbeds as Nashville, Memphis, Los Angeles, Las Vegas or New York City"".",0
"The city's music revolves around the nightclubs on 6th Street; events like the film, music, and multimedia festival South by Southwest; the longest-running concert music program on American television, Austin City Limits; and the Austin City Limits Music Festival held in Zilker Park.",0
"Since 1980, San Antonio has evolved into ""The Tejano Music Capital Of The World"".",0
The Tejano Music Awards have provided a forum to create greater awareness and appreciation for Tejano music and culture.,0
"The second president of the Republic of Texas, Mirabeau B. Lamar, is the Father of Texas Education.",0
"During his term, the state set aside three leagues of land in each county for equipping public schools.",0
An additional 50 leagues of land set aside for the support of two universities would later become the basis of the state's Permanent University Fund.,0
Lamar's actions set the foundation for a Texas-wide public school system.,0
"Between 2006 and 2007, Texas spent $7,275 per pupil, ranking it below the national average of $9,389.",0
"The pupil/teacher ratio was 14.9, below the national average of 15.3.",0
"Texas paid instructors $41,744, below the national average of $46,593.",0
The Texas Education Agency (TEA) administers the state's public school systems.,0
"Texas has over 1,000 school districts; all districts except the Stafford Municipal School District are independent from municipal government and many cross city boundaries.",0
School districts have the power to tax their residents and to assert eminent domain over privately owned property.,0
"Due to court-mandated equitable school financing for school districts, the state has a controversial tax redistribution system called the ""Robin Hood plan"".",0
This plan transfers property tax revenue from wealthy school districts to poor ones.,0
The TEA has no authority over private or home school activities.,0
Students in Texas take the State of Texas Assessments of Academic Readiness (STAAR) in primary and secondary school.,0
"STAAR assess students' attainment of reading, writing, mathematics, science, and social studies skills required under Texas education standards and the No Child Left Behind Act.",0
The test replaced the Texas Assessment of Knowledge and Skills (TAKS) test in the 2011–2012 school year.,0
"Generally prohibited in the West at large, school corporal punishment is not unusual in the more conservative, rural areas of the state, with 28,569 public school students paddled at least one time, according to government data for the 2011–2012 school year.",0
"The rate of school corporal punishment in Texas is surpassed only by Mississippi, Alabama, and Arkansas.",0
"The state's two most widely recognized flagship universities are The University of Texas at Austin and Texas A&M University, ranked as the 21st and 41st best universities in the nation according to 2020's latest Center for World University Rankings report, respectively.",0
Some observers also include the University of Houston and Texas Tech University as tier one flagships alongside UT Austin and A&M.,0
"The Texas Higher Education Coordinating Board (THECB) ranks the state's public universities into three distinct tiers: Texas's controversial alternative affirmative action plan, Texas House Bill 588, guarantees Texas students who graduated in the top 10 percent of their high school class automatic admission to state-funded universities.",0
The bill encourages demographic diversity while attempting to avoid problems stemming from the Hopwood v. Texas (1996) case.,0
"Thirty-six (36) separate and distinct public universities exist in Texas, of which 32 belong to one of the six state university systems.",0
"Discovery of minerals on Permanent University Fund land, particularly oil, has helped fund the rapid growth of the state's two largest university systems: the University of Texas System and the Texas A&M System.",0
"The four other university systems: the University of Houston System, the University of North Texas System, the Texas State System, and the Texas Tech System are not funded by the Permanent University Fund.",0
"The Carnegie Foundation classifies four of Texas's universities as Tier One research institutions: The University of Texas at Austin, the Texas A&M University, the University of Houston and Texas Tech University.",0
"The University of Texas at Austin and Texas A&M University are the flagship universities of the University of Texas System and Texas A&M University System, respectively.",0
Both were established by the Texas Constitution and hold stakes in the Permanent University Fund.,0
"The state has sought to expand the number of flagship universities by elevating some of its seven institutions designated as ""emerging research universities"".",0
"The two expected to emerge first are the University of Houston and Texas Tech University, likely in that order according to discussions on the House floor of the 82nd Texas Legislature.",0
The state is home to various private institutions of higher learning—ranging from liberal arts colleges to a nationally recognized top-tier research university.,0
Rice University in Houston is one of the leading teaching and research universities of the United States and is ranked the nation's 17th-best overall university by U.S. News & World Report.,0
"Trinity University, a private, primarily undergraduate liberal arts university in San Antonio, has ranked first among universities granting primarily bachelor's and select master's degrees in the Western United States for 20 consecutive years by U.S. News.",0
"Private universities include Abilene Christian University, Austin College, Baylor University, University of Mary Hardin–Baylor, and Southwestern University.",0
"Universities in Texas host three presidential libraries: George Bush Presidential Library at Texas A&M University, the Lyndon Baines Johnson Library and Museum at The University of Texas at Austin, and the George W. Bush Presidential Library at Southern Methodist University.",0
"Notwithstanding the concentration of elite medical centers in the state, The Commonwealth Fund ranks the Texas healthcare system the third worst in the nation.",0
